STATION,STATION_NAME,DATE,PRCP,TMAX,TMIN
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371120,0,72,-111
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371121,0,61,-6
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371122,0,106,-11
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371123,0,117,44
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371124,0,83,17
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371125,0,100,6
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371126,0,94,-50
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371127,0,-50,-128
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371128,1.3,33,-94
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371129,0.5,11,-39
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371130,0,28,-72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371201,0,100,17
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371202,0,106,22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371203,0.8,44,-61
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371204,0.3,-28,-78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371205,0,78,-33
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371206,0.5,67,-44
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371207,1.3,-44,-194
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371208,0,-189,-261
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371209,0,-189,-267
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371210,0,67,-217
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371211,0,94,39
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371212,14,72,-67
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371213,0,28,-106
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371214,0,67,-17
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371215,0,83,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371216,0,44,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371217,0,67,-56
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371218,0,-9999,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371219,0,-9999,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371220,1.3,44,-33
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371221,1.8,44,-44
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371222,0,0,-9999
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371223,0,-9999,-217
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371224,0,-167,-228
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371225,0,-56,-228
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371226,0,33,-150
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371227,0,17,-172
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371228,0,94,-178
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371229,0,94,33
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371230,0,89,0
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19371231,0,33,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380101,0,72,-6
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380102,0,72,17
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380103,0,61,-72
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380104,0,89,-39
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380105,0,67,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380106,0,56,-78
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380107,0,67,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380108,0,61,-22
GHCND:USW00024143,GREAT FALLS INTERNATIONAL AIRPORT MT US,19380109,0,78,-44
